"GENE" "SCORE" "CHROM" "DEBUT" "FIN" "POS_GENE" "TAILLE" "SNPs_par_pb" "SOUCHE"
"479" "CBS815.71p_g1467:g" 8 "CBS815.71p_contig_1" 5074135 5075741 5074938 1607 0.00497822028624767 "PSN1057"
"480" "CBS815.71p_g1468:g" 5 "CBS815.71p_contig_1" 5076939 5079423 5078181 2485 0.00201207243460765 "PSN1057"
"481" "CBS815.71p_g1469:g" 5 "CBS815.71p_contig_1" 5080259 5080827 5080543 569 0.00878734622144113 "PSN1057"
"482" "CBS815.71p_g147:g" 3 "CBS815.71p_contig_1" 491191 492473 491832 1283 0.00233826968043648 "PSN1057"
"483" "CBS815.71p_g1470:g" 9 "CBS815.71p_contig_1" 5082694 5085165 5083929.5 2472 0.00364077669902913 "PSN1057"
"484" "CBS815.71p_g1471:g" 23 "CBS815.71p_contig_1" 5087471 5090267 5088869 2797 0.00822309617447265 "PSN1057"
"485" "CBS815.71p_g1472:g" 0 "CBS815.71p_contig_1" 5092428 5092888 5092658 461 0 "PSN1057"
"486" "CBS815.71p_g1473:g" 10 "CBS815.71p_contig_1" 5096832 5098189 5097510.5 1358 0.00736377025036819 "PSN1057"
"487" "CBS815.71p_g1474:g" 0 "CBS815.71p_contig_1" 5098861 5099930 5099395.5 1070 0 "PSN1057"
"488" "CBS815.71p_g1475:g" 5 "CBS815.71p_contig_1" 5102654 5104732 5103693 2079 0.0024050024050024 "PSN1057"
"489" "CBS815.71p_g1476:g" 3 "CBS815.71p_contig_1" 5107241 5108687 5107964 1447 0.00207325501036628 "PSN1057"
"490" "CBS815.71p_g1477:g" 0 "CBS815.71p_contig_1" 5109271 5110455 5109863 1185 0 "PSN1057"
"491" "CBS815.71p_g1478:g" 7 "CBS815.71p_contig_1" 5112659 5116426 5114542.5 3768 0.00185774946921444 "PSN1057"
"492" "CBS815.71p_g1479:g" 2 "CBS815.71p_contig_1" 5121536 5123968 5122752 2433 0.00082203041512536 "PSN1057"
"493" "CBS815.71p_g148:g" 24 "CBS815.71p_contig_1" 493103 494860 493981.5 1758 0.0136518771331058 "PSN1057"
"494" "CBS815.71p_g1480:g" 2 "CBS815.71p_contig_1" 5137421 5139004 5138212.5 1584 0.00126262626262626 "PSN1057"
"495" "CBS815.71p_g1481:g" 16 "CBS815.71p_contig_1" 5139844 5141484 5140664 1641 0.00975015234613041 "PSN1057"
"496" "CBS815.71p_g1482:g" 13 "CBS815.71p_contig_1" 5142211 5142813 5142512 603 0.021558872305141 "PSN1057"
"497" "CBS815.71p_g1483:g" 0 "CBS815.71p_contig_1" 5149794 5150453 5150123.5 660 0 "PSN1057"
"498" "CBS815.71p_g1484:g" 1 "CBS815.71p_contig_1" 5150768 5151561 5151164.5 794 0.00125944584382872 "PSN1057"
"499" "CBS815.71p_g1485:g" 6 "CBS815.71p_contig_1" 5151928 5153202 5152565 1275 0.00470588235294118 "PSN1057"
"500" "CBS815.71p_g1486:g" 4 "CBS815.71p_contig_1" 5153690 5154787 5154238.5 1098 0.00364298724954463 "PSN1057"
"501" "CBS815.71p_g1487:g" 34 "CBS815.71p_contig_1" 5161757 5167371 5164564 5615 0.00605520926090828 "PSN1057"
"502" "CBS815.71p_g1488:g" 16 "CBS815.71p_contig_1" 5168357 5169487 5168922 1131 0.0141467727674624 "PSN1057"
"503" "CBS815.71p_g1489:g" 8 "CBS815.71p_contig_1" 5169799 5170914 5170356.5 1116 0.00716845878136201 "PSN1057"
"504" "CBS815.71p_g149:g" 13 "CBS815.71p_contig_1" 497636 498473 498054.5 838 0.0155131264916468 "PSN1057"
"505" "CBS815.71p_g1490:g" 31 "CBS815.71p_contig_1" 5171755 5175127 5173441 3373 0.00919063148532464 "PSN1057"
"506" "CBS815.71p_g1491:g" 9 "CBS815.71p_contig_1" 5177021 5177971 5177496 951 0.00946372239747634 "PSN1057"
"507" "CBS815.71p_g1493:g" 11 "CBS815.71p_contig_1" 5183225 5185414 5184319.5 2190 0.00502283105022831 "PSN1057"
"508" "CBS815.71p_g1494:g" 2 "CBS815.71p_contig_1" 5186078 5186889 5186483.5 812 0.00246305418719212 "PSN1057"
"509" "CBS815.71p_g1495:g" 49 "CBS815.71p_contig_1" 5187241 5189699 5188470 2459 0.0199267995119967 "PSN1057"
"510" "CBS815.71p_g1496:g" 5 "CBS815.71p_contig_1" 5190640 5193211 5191925.5 2572 0.00194401244167963 "PSN1057"
"511" "CBS815.71p_g1497:g" 10 "CBS815.71p_contig_1" 5194458 5199495 5196976.5 5038 0.00198491464867011 "PSN1057"
"512" "CBS815.71p_g1498:g" 15 "CBS815.71p_contig_1" 5199848 5200741 5200294.5 894 0.0167785234899329 "PSN1057"
"513" "CBS815.71p_g1499:g" 18 "CBS815.71p_contig_1" 5201278 5203392 5202335 2115 0.00851063829787234 "PSN1057"
"514" "CBS815.71p_g15:g" 0 "CBS815.71p_contig_1" 78088 81523 79805.5 3436 0 "PSN1057"
"515" "CBS815.71p_g150:g" 17 "CBS815.71p_contig_1" 502417 503375 502896 959 0.0177267987486966 "PSN1057"
"516" "CBS815.71p_g1500:g" 10 "CBS815.71p_contig_1" 5204983 5205631 5205307 649 0.0154083204930663 "PSN1057"
"517" "CBS815.71p_g1501:g" 4 "CBS815.71p_contig_1" 5205787 5206280 5206033.5 494 0.00809716599190283 "PSN1057"
"518" "CBS815.71p_g1502:g" 26 "CBS815.71p_contig_1" 5207335 5208276 5207805.5 942 0.0276008492569002 "PSN1057"
"519" "CBS815.71p_g1503:g" 2 "CBS815.71p_contig_1" 5210528 5211491 5211009.5 964 0.0020746887966805 "PSN1057"
"520" "CBS815.71p_g1504:g" 9 "CBS815.71p_contig_1" 5217601 5218810 5218205.5 1210 0.00743801652892562 "PSN1057"
"521" "CBS815.71p_g1505:g" 6 "CBS815.71p_contig_1" 5219344 5220274 5219809 931 0.00644468313641246 "PSN1057"
"522" "CBS815.71p_g1506:g" 17 "CBS815.71p_contig_1" 5227519 5230089 5228804 2571 0.00661221314663555 "PSN1057"
"523" "CBS815.71p_g1507:g" 0 "CBS815.71p_contig_1" 5230706 5231717 5231211.5 1012 0 "PSN1057"
"524" "CBS815.71p_g1508:g" 6 "CBS815.71p_contig_1" 5232463 5233648 5233055.5 1186 0.00505902192242833 "PSN1057"
"525" "CBS815.71p_g1509:g" 1 "CBS815.71p_contig_1" 5234084 5234781 5234432.5 698 0.00143266475644699 "PSN1057"
"526" "CBS815.71p_g151:g" 41 "CBS815.71p_contig_1" 506322 508148 507235 1827 0.0224411603721949 "PSN1057"
"527" "CBS815.71p_g1510:g" 15 "CBS815.71p_contig_1" 5235774 5237360 5236567 1587 0.00945179584120983 "PSN1057"
"528" "CBS815.71p_g1511:g" 11 "CBS815.71p_contig_1" 5237381 5238505 5237943 1125 0.00977777777777778 "PSN1057"
"529" "CBS815.71p_g1512:g" 23 "CBS815.71p_contig_1" 5239894 5241039 5240466.5 1146 0.0200698080279232 "PSN1057"
"530" "CBS815.71p_g1513:g" 16 "CBS815.71p_contig_1" 5246093 5248316 5247204.5 2224 0.00719424460431655 "PSN1057"
"531" "CBS815.71p_g1514:g" 10 "CBS815.71p_contig_1" 5255986 5257798 5256892 1813 0.00551571980143409 "PSN1057"
"532" "CBS815.71p_g1515:g" 4 "CBS815.71p_contig_1" 5260165 5261535 5260850 1371 0.00291757840991977 "PSN1057"
"533" "CBS815.71p_g1516:g" 21 "CBS815.71p_contig_1" 5262589 5264256 5263422.5 1668 0.012589928057554 "PSN1057"
"534" "CBS815.71p_g1517:g" 10 "CBS815.71p_contig_1" 5265666 5267931 5266798.5 2266 0.00441306266548985 "PSN1057"
"535" "CBS815.71p_g1518:g" 17 "CBS815.71p_contig_1" 5268527 5271567 5270047 3041 0.00559026635975008 "PSN1057"
"536" "CBS815.71p_g1519:g" 13 "CBS815.71p_contig_1" 5272319 5273677 5272998 1359 0.00956585724797645 "PSN1057"
"537" "CBS815.71p_g152:g" 56 "CBS815.71p_contig_1" 514159 516142 515150.5 1984 0.0282258064516129 "PSN1057"
"538" "CBS815.71p_g1520:g" 12 "CBS815.71p_contig_1" 5274436 5275708 5275072 1273 0.00942655145326002 "PSN1057"
"539" "CBS815.71p_g1521:g" 1 "CBS815.71p_contig_1" 5279212 5280337 5279774.5 1126 0.00088809946714032 "PSN1057"
"540" "CBS815.71p_g1522:g" 23 "CBS815.71p_contig_1" 5282943 5284901 5283922 1959 0.0117406840224604 "PSN1057"
"541" "CBS815.71p_g1523:g" 17 "CBS815.71p_contig_1" 5287346 5288377 5287861.5 1032 0.0164728682170543 "PSN1057"
"542" "CBS815.71p_g1525:g" 30 "CBS815.71p_contig_1" 5292157 5294196 5293176.5 2040 0.0147058823529412 "PSN1057"
"543" "CBS815.71p_g1526:g" 2 "CBS815.71p_contig_1" 5297680 5299268 5298474 1589 0.0012586532410321 "PSN1057"
"544" "CBS815.71p_g1527:g" 12 "CBS815.71p_contig_1" 5300763 5302262 5301512.5 1500 0.008 "PSN1057"
"545" "CBS815.71p_g1528:g" 2 "CBS815.71p_contig_1" 5302755 5303161 5302958 407 0.00491400491400491 "PSN1057"
"546" "CBS815.71p_g1529:g" 9 "CBS815.71p_contig_1" 5303478 5304660 5304069 1183 0.00760777683854607 "PSN1057"
"547" "CBS815.71p_g153:g" 6 "CBS815.71p_contig_1" 517804 518666 518235 863 0.00695249130938586 "PSN1057"
"548" "CBS815.71p_g1530:g" 23 "CBS815.71p_contig_1" 5305026 5308330 5306678 3305 0.00695915279878971 "PSN1057"
"549" "CBS815.71p_g1531:g" 2 "CBS815.71p_contig_1" 5308995 5310833 5309914 1839 0.00108754758020663 "PSN1057"
"550" "CBS815.71p_g1532:g" 31 "CBS815.71p_contig_1" 5313602 5315074 5314338 1473 0.0210454854039375 "PSN1057"
"551" "CBS815.71p_g1534:g" 5 "CBS815.71p_contig_1" 5317037 5317954 5317495.5 918 0.00544662309368192 "PSN1057"
"552" "CBS815.71p_g1535:g" 13 "CBS815.71p_contig_1" 5319724 5321010 5320367 1287 0.0101010101010101 "PSN1057"
"553" "CBS815.71p_g1536:g" 0 "CBS815.71p_contig_1" 5322079 5324862 5323470.5 2784 0 "PSN1057"
"554" "CBS815.71p_g1537:g" 0 "CBS815.71p_contig_1" 5328016 5329284 5328650 1269 0 "PSN1057"
"555" "CBS815.71p_g1538:g" 0 "CBS815.71p_contig_1" 5329893 5330815 5330354 923 0 "PSN1057"
"556" "CBS815.71p_g1539:g" 0 "CBS815.71p_contig_1" 5332034 5332958 5332496 925 0 "PSN1057"
"557" "CBS815.71p_g154:g" 0 "CBS815.71p_contig_1" 520067 520520 520293.5 454 0 "PSN1057"
"558" "CBS815.71p_g1540:g" 0 "CBS815.71p_contig_1" 5333377 5334062 5333719.5 686 0 "PSN1057"
"559" "CBS815.71p_g1541:g" 0 "CBS815.71p_contig_1" 5335695 5337343 5336519 1649 0 "PSN1057"
"560" "CBS815.71p_g1542:g" 0 "CBS815.71p_contig_1" 5338047 5339039 5338543 993 0 "PSN1057"
"561" "CBS815.71p_g1543:g" 0 "CBS815.71p_contig_1" 5339279 5339883 5339581 605 0 "PSN1057"
"562" "CBS815.71p_g1544:g" 0 "CBS815.71p_contig_1" 5343084 5344949 5344016.5 1866 0 "PSN1057"
"563" "CBS815.71p_g1545:g" 0 "CBS815.71p_contig_1" 5347032 5349139 5348085.5 2108 0 "PSN1057"
"564" "CBS815.71p_g1546:g" 0 "CBS815.71p_contig_1" 5350866 5353895 5352380.5 3030 0 "PSN1057"
"565" "CBS815.71p_g1547:g" 0 "CBS815.71p_contig_1" 5355939 5359004 5357471.5 3066 0 "PSN1057"
"566" "CBS815.71p_g1548:g" 0 "CBS815.71p_contig_1" 5359778 5360369 5360073.5 592 0 "PSN1057"
"567" "CBS815.71p_g1549:g" 0 "CBS815.71p_contig_1" 5361196 5363261 5362228.5 2066 0 "PSN1057"
"568" "CBS815.71p_g155:g" 43 "CBS815.71p_contig_1" 522641 524509 523575 1869 0.0230069555912253 "PSN1057"
"569" "CBS815.71p_g1550:g" 0 "CBS815.71p_contig_1" 5365789 5367835 5366812 2047 0 "PSN1057"
"570" "CBS815.71p_g1551:g" 0 "CBS815.71p_contig_1" 5368307 5369258 5368782.5 952 0 "PSN1057"
"571" "CBS815.71p_g1552:g" 0 "CBS815.71p_contig_1" 5370036 5370814 5370425 779 0 "PSN1057"
"572" "CBS815.71p_g1553:g" 0 "CBS815.71p_contig_1" 5371504 5373075 5372289.5 1572 0 "PSN1057"
"573" "CBS815.71p_g1554:g" 0 "CBS815.71p_contig_1" 5373663 5375040 5374351.5 1378 0 "PSN1057"
"574" "CBS815.71p_g1555:g" 0 "CBS815.71p_contig_1" 5375438 5377128 5376283 1691 0 "PSN1057"
"575" "CBS815.71p_g1556:g" 16 "CBS815.71p_contig_1" 5380570 5382289 5381429.5 1720 0.00930232558139535 "PSN1057"
"576" "CBS815.71p_g1557:g" 42 "CBS815.71p_contig_1" 5383672 5385349 5384510.5 1678 0.0250297973778308 "PSN1057"
"577" "CBS815.71p_g1558:g" 10 "CBS815.71p_contig_1" 5386379 5386924 5386651.5 546 0.0183150183150183 "PSN1057"
"578" "CBS815.71p_g156:g" 22 "CBS815.71p_contig_1" 525095 527549 526322 2455 0.00896130346232179 "PSN1057"
"579" "CBS815.71p_g1560:g" 14 "CBS815.71p_contig_1" 5388708 5389972 5389340 1265 0.0110671936758893 "PSN1057"
"580" "CBS815.71p_g1561:g" 20 "CBS815.71p_contig_1" 5391211 5393505 5392358 2295 0.00871459694989107 "PSN1057"
"581" "CBS815.71p_g1563:g" 2 "CBS815.71p_contig_1" 5397741 5399360 5398550.5 1620 0.00123456790123457 "PSN1057"
"582" "CBS815.71p_g1564:g" 26 "CBS815.71p_contig_1" 5399529 5400745 5400137 1217 0.0213640098603122 "PSN1057"
"583" "CBS815.71p_g1565:g" 9 "CBS815.71p_contig_1" 5401251 5402166 5401708.5 916 0.00982532751091703 "PSN1057"
"584" "CBS815.71p_g1566:g" 9 "CBS815.71p_contig_1" 5402363 5402957 5402660 595 0.0151260504201681 "PSN1057"
"585" "CBS815.71p_g1567:g" 9 "CBS815.71p_contig_1" 5403363 5404898 5404130.5 1536 0.005859375 "PSN1057"
"586" "CBS815.71p_g1568:g" 1 "CBS815.71p_contig_1" 5405742 5406257 5405999.5 516 0.00193798449612403 "PSN1057"
"587" "CBS815.71p_g1569:g" 5 "CBS815.71p_contig_1" 5407043 5407642 5407342.5 600 0.00833333333333333 "PSN1057"
"588" "CBS815.71p_g157:g" 17 "CBS815.71p_contig_1" 533623 535415 534519 1793 0.00948131622978249 "PSN1057"
"589" "CBS815.71p_g1570:g" 22 "CBS815.71p_contig_1" 5407917 5409563 5408740 1647 0.013357619914997 "PSN1057"
"590" "CBS815.71p_g1571:g" 13 "CBS815.71p_contig_1" 5410064 5411303 5410683.5 1240 0.0104838709677419 "PSN1057"
"591" "CBS815.71p_g1572:g" 16 "CBS815.71p_contig_1" 5411334 5413015 5412174.5 1682 0.00951248513674197 "PSN1057"
"592" "CBS815.71p_g1573:g" 7 "CBS815.71p_contig_1" 5415626 5416584 5416105 959 0.0072992700729927 "PSN1057"
"593" "CBS815.71p_g1574:g" 12 "CBS815.71p_contig_1" 5417439 5418765 5418102 1327 0.00904295403165034 "PSN1057"
"594" "CBS815.71p_g1575:g" 9 "CBS815.71p_contig_1" 5419622 5420916 5420269 1295 0.00694980694980695 "PSN1057"
"595" "CBS815.71p_g1576:g" 17 "CBS815.71p_contig_1" 5422004 5423630 5422817 1627 0.0104486785494776 "PSN1057"
"596" "CBS815.71p_g1577:g" 9 "CBS815.71p_contig_1" 5430012 5431192 5430602 1181 0.00762066045723963 "PSN1057"
"597" "CBS815.71p_g1578:g" 19 "CBS815.71p_contig_1" 5434532 5436460 5435496 1929 0.00984966303784344 "PSN1057"
"598" "CBS815.71p_g1579:g" 9 "CBS815.71p_contig_1" 5439470 5440431 5439950.5 962 0.00935550935550936 "PSN1057"
"599" "CBS815.71p_g158:g" 1 "CBS815.71p_contig_1" 536308 536784 536546 477 0.00209643605870021 "PSN1057"
"600" "CBS815.71p_g1580:g" 26 "CBS815.71p_contig_1" 5444504 5448086 5446295 3583 0.00725648897571867 "PSN1057"
"601" "CBS815.71p_g1581:g" 45 "CBS815.71p_contig_1" 5450213 5455062 5452637.5 4850 0.00927835051546392 "PSN1057"
"602" "CBS815.71p_g1582:g" 17 "CBS815.71p_contig_1" 5456662 5458332 5457497 1671 0.0101735487731897 "PSN1057"
"603" "CBS815.71p_g1583:g" 24 "CBS815.71p_contig_1" 5460020 5461766 5460893 1747 0.0137378362907842 "PSN1057"
"604" "CBS815.71p_g1584:g" 10 "CBS815.71p_contig_1" 5471944 5472741 5472342.5 798 0.012531328320802 "PSN1057"
"605" "CBS815.71p_g1585:g" 7 "CBS815.71p_contig_1" 5481070 5481721 5481395.5 652 0.0107361963190184 "PSN1057"
"606" "CBS815.71p_g1586:g" 3 "CBS815.71p_contig_1" 5485890 5486760 5486325 871 0.0034443168771527 "PSN1057"
"607" "CBS815.71p_g1587:g" 10 "CBS815.71p_contig_1" 5491906 5492692 5492299 787 0.0127064803049555 "PSN1057"
"608" "CBS815.71p_g1588:g" 31 "CBS815.71p_contig_1" 5493747 5495500 5494623.5 1754 0.0176738882554162 "PSN1057"
"609" "CBS815.71p_g1589:g" 5 "CBS815.71p_contig_1" 5496639 5497592 5497115.5 954 0.00524109014675052 "PSN1057"
"610" "CBS815.71p_g159:g" 3 "CBS815.71p_contig_1" 539412 544390 541901 4979 0.000602530628640289 "PSN1057"
"611" "CBS815.71p_g1590:g" 27 "CBS815.71p_contig_1" 5498089 5500176 5499132.5 2088 0.0129310344827586 "PSN1057"
"612" "CBS815.71p_g1591:g" 19 "CBS815.71p_contig_1" 5504369 5509089 5506729 4721 0.00402457106545224 "PSN1057"
"613" "CBS815.71p_g1592:g" 12 "CBS815.71p_contig_1" 5509537 5513215 5511376 3679 0.00326175591193259 "PSN1057"
"614" "CBS815.71p_g1593:g" 99 "CBS815.71p_contig_1" 5514481 5520844 5517662.5 6364 0.015556253928347 "PSN1057"
"615" "CBS815.71p_g1594:g" 9 "CBS815.71p_contig_1" 5522289 5523733 5523011 1445 0.00622837370242215 "PSN1057"
"616" "CBS815.71p_g1595:g" 2 "CBS815.71p_contig_1" 5523840 5525353 5524596.5 1514 0.00132100396301189 "PSN1057"
"617" "CBS815.71p_g1596:g" 48 "CBS815.71p_contig_1" 5525823 5527704 5526763.5 1882 0.0255047821466525 "PSN1057"
"618" "CBS815.71p_g1597:g" 3 "CBS815.71p_contig_1" 5529073 5529586 5529329.5 514 0.00583657587548638 "PSN1057"
"619" "CBS815.71p_g1598:g" 34 "CBS815.71p_contig_1" 5536402 5539588 5537995 3187 0.0106683401317854 "PSN1057"
"620" "CBS815.71p_g1599:g" 12 "CBS815.71p_contig_1" 5542155 5543286 5542720.5 1132 0.0106007067137809 "PSN1057"
"621" "CBS815.71p_g160:g" 7 "CBS815.71p_contig_1" 547358 548314 547836 957 0.00731452455590387 "PSN1057"
"622" "CBS815.71p_g1600:g" 20 "CBS815.71p_contig_1" 5543756 5545534 5544645 1779 0.0112422709387296 "PSN1057"
"623" "CBS815.71p_g1601:g" 31 "CBS815.71p_contig_1" 5546594 5547993 5547293.5 1400 0.0221428571428571 "PSN1057"
"624" "CBS815.71p_g1602:g" 0 "CBS815.71p_contig_1" 5549654 5551126 5550390 1473 0 "PSN1057"
"625" "CBS815.71p_g1603:g" 0 "CBS815.71p_contig_1" 5551771 5554614 5553192.5 2844 0 "PSN1057"
"626" "CBS815.71p_g1604:g" 0 "CBS815.71p_contig_1" 5558209 5560314 5559261.5 2106 0 "PSN1057"
"627" "CBS815.71p_g1605:g" 0 "CBS815.71p_contig_1" 5560591 5562047 5561319 1457 0 "PSN1057"
"628" "CBS815.71p_g1606:g" 0 "CBS815.71p_contig_1" 5569691 5571791 5570741 2101 0 "PSN1057"
"629" "CBS815.71p_g1607:g" 0 "CBS815.71p_contig_1" 5573287 5573822 5573554.5 536 0 "PSN1057"
"630" "CBS815.71p_g1608:g" 0 "CBS815.71p_contig_1" 5575754 5578533 5577143.5 2780 0 "PSN1057"
"631" "CBS815.71p_g1609:g" 0 "CBS815.71p_contig_1" 5582753 5585594 5584173.5 2842 0 "PSN1057"
"632" "CBS815.71p_g161:g" 2 "CBS815.71p_contig_1" 549729 550309 550019 581 0.00344234079173838 "PSN1057"
"633" "CBS815.71p_g1610:g" 0 "CBS815.71p_contig_1" 5587106 5588021 5587563.5 916 0 "PSN1057"
"634" "CBS815.71p_g1611:g" 0 "CBS815.71p_contig_1" 5588777 5590890 5589833.5 2114 0 "PSN1057"
"635" "CBS815.71p_g1612:g" 0 "CBS815.71p_contig_1" 5594933 5595828 5595380.5 896 0 "PSN1057"
"636" "CBS815.71p_g1613:g" 0 "CBS815.71p_contig_1" 5597681 5598439 5598060 759 0 "PSN1057"
"637" "CBS815.71p_g1614:g" 0 "CBS815.71p_contig_1" 5598765 5602702 5600733.5 3938 0 "PSN1057"
"638" "CBS815.71p_g1615:g" 0 "CBS815.71p_contig_1" 5604364 5604933 5604648.5 570 0 "PSN1057"
"639" "CBS815.71p_g1616:g" 0 "CBS815.71p_contig_1" 5605258 5606385 5605821.5 1128 0 "PSN1057"
"640" "CBS815.71p_g1617:g" 0 "CBS815.71p_contig_1" 5608264 5610171 5609217.5 1908 0 "PSN1057"
"641" "CBS815.71p_g1618:g" 0 "CBS815.71p_contig_1" 5610801 5612630 5611715.5 1830 0 "PSN1057"
"642" "CBS815.71p_g1619:g" 0 "CBS815.71p_contig_1" 5613740 5614653 5614196.5 914 0 "PSN1057"
"643" "CBS815.71p_g162:g" 19 "CBS815.71p_contig_1" 551999 553165 552582 1167 0.0162810625535561 "PSN1057"
"644" "CBS815.71p_g1620:g" 0 "CBS815.71p_contig_1" 5617036 5617698 5617367 663 0 "PSN1057"
"645" "CBS815.71p_g1621:g" 0 "CBS815.71p_contig_1" 5620273 5621778 5621025.5 1506 0 "PSN1057"
"646" "CBS815.71p_g1622:g" 0 "CBS815.71p_contig_1" 5626548 5628254 5627401 1707 0 "PSN1057"
"647" "CBS815.71p_g1623:g" 0 "CBS815.71p_contig_1" 5628694 5633538 5631116 4845 0 "PSN1057"
"648" "CBS815.71p_g1624:g" 0 "CBS815.71p_contig_1" 5636959 5639046 5638002.5 2088 0 "PSN1057"
"649" "CBS815.71p_g1625:g" 0 "CBS815.71p_contig_1" 5640155 5646357 5643256 6203 0 "PSN1057"
"650" "CBS815.71p_g1626:g" 0 "CBS815.71p_contig_1" 5649281 5649882 5649581.5 602 0 "PSN1057"
"651" "CBS815.71p_g1627:g" 0 "CBS815.71p_contig_1" 5651179 5651550 5651364.5 372 0 "PSN1057"
"652" "CBS815.71p_g1628:g" 0 "CBS815.71p_contig_1" 5657225 5657601 5657413 377 0 "PSN1057"
"653" "CBS815.71p_g1629:g" 0 "CBS815.71p_contig_1" 5659251 5660012 5659631.5 762 0 "PSN1057"
"654" "CBS815.71p_g163:g" 37 "CBS815.71p_contig_1" 557721 560628 559174.5 2908 0.0127235213204952 "PSN1057"
"655" "CBS815.71p_g1630:g" 0 "CBS815.71p_contig_1" 5662761 5664902 5663831.5 2142 0 "PSN1057"
"656" "CBS815.71p_g1631:g" 0 "CBS815.71p_contig_1" 5666103 5667216 5666659.5 1114 0 "PSN1057"
"657" "CBS815.71p_g1632:g" 0 "CBS815.71p_contig_1" 5672894 5674724 5673809 1831 0 "PSN1057"
"658" "CBS815.71p_g1633:g" 0 "CBS815.71p_contig_1" 5676981 5681015 5678998 4035 0 "PSN1057"
"659" "CBS815.71p_g1634:g" 0 "CBS815.71p_contig_1" 5681650 5682859 5682254.5 1210 0 "PSN1057"
"660" "CBS815.71p_g1635:g" 0 "CBS815.71p_contig_1" 5683803 5684501 5684152 699 0 "PSN1057"
"661" "CBS815.71p_g1636:g" 3 "CBS815.71p_contig_1" 5685730 5686404 5686067 675 0.00444444444444444 "PSN1057"
"662" "CBS815.71p_g1637:g" 4 "CBS815.71p_contig_1" 5687281 5687612 5687446.5 332 0.0120481927710843 "PSN1057"
"663" "CBS815.71p_g1638:g" 3 "CBS815.71p_contig_1" 5692695 5695990 5694342.5 3296 0.000910194174757282 "PSN1057"
"664" "CBS815.71p_g1639:g" 22 "CBS815.71p_contig_1" 5698743 5701232 5699987.5 2490 0.00883534136546185 "PSN1057"
"665" "CBS815.71p_g164:g" 25 "CBS815.71p_contig_1" 560625 561490 561057.5 866 0.0288683602771363 "PSN1057"
"666" "CBS815.71p_g1641:g" 21 "CBS815.71p_contig_1" 5711604 5712530 5712067 927 0.0226537216828479 "PSN1057"
"667" "CBS815.71p_g1642:g" 2 "CBS815.71p_contig_1" 5713980 5714289 5714134.5 310 0.00645161290322581 "PSN1057"
"668" "CBS815.71p_g1643:g" 54 "CBS815.71p_contig_1" 5714566 5717436 5716001 2871 0.0188087774294671 "PSN1057"
"669" "CBS815.71p_g1644:g" 19 "CBS815.71p_contig_1" 5719393 5721426 5720409.5 2034 0.00934119960668633 "PSN1057"
"670" "CBS815.71p_g1645:g" 7 "CBS815.71p_contig_1" 5722553 5723244 5722898.5 692 0.0101156069364162 "PSN1057"
"671" "CBS815.71p_g1646:g" 6 "CBS815.71p_contig_1" 5723843 5724592 5724217.5 750 0.008 "PSN1057"
"672" "CBS815.71p_g1647:g" 10 "CBS815.71p_contig_1" 5725008 5726252 5725630 1245 0.00803212851405622 "PSN1057"
"673" "CBS815.71p_g1648:g" 27 "CBS815.71p_contig_1" 5727225 5728895 5728060 1671 0.0161579892280072 "PSN1057"
"674" "CBS815.71p_g1649:g" 9 "CBS815.71p_contig_1" 5729276 5729843 5729559.5 568 0.0158450704225352 "PSN1057"
"675" "CBS815.71p_g165:g" 59 "CBS815.71p_contig_1" 562722 566225 564473.5 3504 0.016837899543379 "PSN1057"
"676" "CBS815.71p_g1650:g" 18 "CBS815.71p_contig_1" 5730660 5731562 5731111 903 0.0199335548172757 "PSN1057"
"677" "CBS815.71p_g1651:g" 37 "CBS815.71p_contig_1" 5732284 5736178 5734231 3895 0.00949935815147625 "PSN1057"
"678" "CBS815.71p_g1659:g" 13 "CBS815.71p_contig_1" 5779457 5782550 5781003.5 3094 0.00420168067226891 "PSN1057"
"679" "CBS815.71p_g166:g" 7 "CBS815.71p_contig_1" 571472 572756 572114 1285 0.00544747081712062 "PSN1057"
"680" "CBS815.71p_g1660:g" 11 "CBS815.71p_contig_1" 5786647 5787848 5787247.5 1202 0.00915141430948419 "PSN1057"
"681" "CBS815.71p_g1661:g" 36 "CBS815.71p_contig_1" 5792007 5793779 5792893 1773 0.0203045685279188 "PSN1057"
"682" "CBS815.71p_g1662:g" 6 "CBS815.71p_contig_1" 5795007 5795497 5795252 491 0.0122199592668024 "PSN1057"
"683" "CBS815.71p_g1663:g" 13 "CBS815.71p_contig_1" 5796281 5797206 5796743.5 926 0.0140388768898488 "PSN1057"
"684" "CBS815.71p_g1664:g" 12 "CBS815.71p_contig_1" 5797380 5798567 5797973.5 1188 0.0101010101010101 "PSN1057"
"685" "CBS815.71p_g1665:g" 0 "CBS815.71p_contig_1" 5799269 5800589 5799929 1321 0 "PSN1057"
"686" "CBS815.71p_g1666:g" 0 "CBS815.71p_contig_1" 5802845 5806967 5804906 4123 0 "PSN1057"
"687" "CBS815.71p_g1667:g" 0 "CBS815.71p_contig_1" 5808177 5810573 5809375 2397 0 "PSN1057"
"688" "CBS815.71p_g1668:g" 0 "CBS815.71p_contig_1" 5811787 5812291 5812039 505 0 "PSN1057"
"689" "CBS815.71p_g1669:g" 0 "CBS815.71p_contig_1" 5813113 5813869 5813491 757 0 "PSN1057"
